Pais,Ano,ENTR,TUTT,EMPE,Flag_Outlier_Prod,PROD,TAMANHO_MEDIO
FRA,2012,83962.0,61096.798828125,369300.0,0,0.16543947692424857,4.398418332102618
FRA,2013,90869.0,61894.001953125,372289.0,0,0.1662525671000889,4.096985770724889
FRA,2014,101549.0,62645.8984375,389841.0,0,0.16069602334669775,3.8389447458862223
FRA,2015,84477.0,65598.900390625,411620.0,0,0.1593676215699553,4.872568864898138
FRA,2016,85151.0,69034.7998046875,415144.0,0,0.16629121414421863,4.875386078848164
FRA,2017,84467.0,81914.10009765625,454625.0,0,0.18017948880430298,5.3822794700889105
FRA,2018,89779.0,75901.8984375,423294.0,0,0.17931248361068194,4.7148442286057985
FRA,2019,97097.0,83370.603515625,444875.0,0,0.1874023119204833,4.581758447737829
FRA,2020,100842.0,85680.001953125,482232.0,0,0.1776738208022798,4.7820550960909145
FRA,2021,109745.0,96196.6015625,508375.0,0,0.18922370604868455,4.632329491092988
FRA,2022,127612.0,111619.4833984375,553796.0,0,0.2015534301411305,4.339685922953954
GBR,2010,111178.0,73635.443359375,473358.0,0,0.1555597314492942,4.257658889348612
GBR,2011,120182.0,77695.9169921875,568623.0,0,0.1366387166755258,4.731349120500574
GBR,2012,124485.0,80338.97265625,550679.0,0,0.14589075061197176,4.423657468771338
GBR,2013,135108.0,87382.4013671875,608561.0,0,0.1435885660881777,4.504255854575598
GBR,2014,144056.0,92184.8974609375,603588.0,0,0.15272818124438772,4.189953906814017
GBR,2015,156889.0,98675.333984375,617816.0,0,0.15971637831389118,3.937917890992995
GBR,2016,165590.0,105584.841796875,737765.0,0,0.14311446300227715,4.455371701189685
GBR,2017,169753.0,113233.9453125,778454.0,0,0.1454600340065052,4.585804080045714
GBR,2018,174258.0,128356.3828125,735622.0,0,0.17448687343839636,4.221453247483616
GBR,2019,176642.0,138379.767578125,735622.0,0,0.17448687343839636,4.221453247483616
GRC,2010,6063.0,1343.599998474121,13596.0,0,0.09882318317697272,2.2424542305789212
GRC,2011,5948.0,1101.5,11922.0,0,0.092392216071129,2.004371217215871
GRC,2012,5848.0,1073.199981689454,12576.0,0,0.08533714867123521,2.150478796169631
GRC,2013,5852.0,1202.59997558594,14836.0,0,0.0810595831481491,2.5352016404647983
GRC,2014,12791.0,1965.200012207031,19224.0,0,0.10222638432204698,1.5029317488859355
GRC,2015,12668.0,1910.899963378911,18719.0,0,0.10208344267209311,1.4776602462898643
GRC,2016,12235.0,1859.80004882813,20398.0,0,0.09117560784528532,1.6671843073150796
GRC,2017,10470.0,2209.799957275396,21845.0,0,0.10115815780615225,2.086437440305635
