Pais,Ano,ENTR,TUTT,EMPE,Flag_Outlier_Prod,PROD,TAMANHO_MEDIO
MKD,2021,-0.7442718375136432,-0.27249775681330474,-0.5970520164261011,0,-0.10311657806505464,2.1646582625942536
MKD,2022,-0.7374616077702875,-0.24483081361047912,-0.5868266865109736,0,-0.05473605000943508,2.119136325156018
MLT,2010,-0.7696890966394733,-0.3469769033161495,-0.6615695088231267,0,-0.3402739002336694,-1.14421388081989
MLT,2011,-0.7692046869924564,-0.3458178514542578,-0.6591772934458118,0,-0.31644954393145275,-0.8420668638805302
MLT,2012,-0.769632107269236,-0.3469769033161495,-0.657157818604032,0,-0.3402739002336694,-0.5211285057012558
MLT,2013,-0.7718261980233715,-0.3469769033161495,-0.6559116412911982,0,-0.3402739002336694,-0.08595541642795672
MLT,2014,-0.7698600647501851,-0.3451452175682232,-0.6523177549336506,0,-0.31677685398233973,0.19654398281356172
MLT,2015,-0.7687772667156767,-0.34435323644339877,-0.6486292926193256,0,-0.31227647690975063,0.5620748053678122
MLT,2016,-0.7635342446538462,-0.34394497259681517,-0.6448796340976738,0,-0.31264296734940117,0.3669430897853033
MLT,2017,-0.7613686485848293,-0.34281554579375645,-0.6413024376148517,0,-0.3069860740712021,0.5111431342796441
MLT,2018,-0.7598584302735413,-0.3415616933044696,-0.6378309436719576,0,-0.30155002705168016,0.6922965580471421
MLT,2019,-0.7570659511319142,-0.3424267500250255,-0.6332467914140332,0,-0.3117329043303239,0.8231089034564119
MLT,2020,-0.7553847647099142,-0.34126939096459585,-0.6311883735312274,0,-0.30634479154806665,0.8334823785236775
MLT,2021,-0.7425906510916432,-0.33957979325410415,-0.6314331583605339,0,-0.2960256740071145,-0.06981925113464828
MLT,2022,-0.7391142995071688,-0.3381928248980213,-0.6256640249971024,0,-0.29448027705966745,0.09108692122078978
NLD,2010,0.3227686361242014,-0.2784060623687659,0.10728295015431012,0,-0.3196385169791045,-0.4498852055418841
NLD,2011,0.4214742253751827,-0.2752703024749098,0.12693249599774328,0,-0.3192265422532761,-0.565097711407926
NLD,2012,0.5538320377512819,-0.27576123143085846,0.1378421107766143,0,-0.3196527335033465,-0.7254916188551768
NLD,2013,0.962075391446088,-0.27502850498720344,0.14834004197892414,0,-0.31970763793749946,-1.1048703521168075
NLD,2014,1.0304056463605953,-0.26392891842397315,0.19939436876408442,0,-0.31792799639473424,-1.0752022902773797
NLD,2015,1.12483703284378,-0.2545481552804652,0.22963085847502987,0,-0.31623924693417327,-1.0972000927488688
NLD,2016,1.216134003963914,-0.24491713580817068,0.2828715588492245,0,-0.31521681297410314,-1.082675407410163
NLD,2017,1.2592749572335402,-0.2250944706390515,0.3485907222264827,0,-0.31227967914246657,-1.0203220276336562
NLD,2018,1.3823719969460804,-0.21513193279065138,0.4219872279774492,0,-0.31202580347322023,-1.0044980997810802
NLD,2019,1.496464716161129,-0.20141798433817015,0.4834115302586909,0,-0.31074755560213707,-0.9995156228691617
NLD,2020,1.5959111672251949,-0.20110452503670626,0.5398845030380481,0,-0.3120644753232241,-0.9920863289846942
NLD,2021,1.6128655048707878,-0.19039553854813973,0.6026996282130775,0,-0.31148737459967096,-0.9283237531043245
NLD,2022,1.7808416736451915,-0.15994692061035104,0.7016483321687125,0,-0.30836899497405573,-0.9174171399561791
NOR,2010,-0.5449515151087316,-0.1705233912251932,-0.4693522216100861,0,-0.1349961109057723,-0.10120072967766723
NOR,2011,-0.5432418340016131,-0.13171861344530816,-0.45077082774908195,0,-0.11102303165181217,0.09584969883774817
NOR,2012,-0.5341235347636472,-0.12058802123430068,-0.44151351056803073,0,-0.10891336516068852,0.10823656849395825
NOR,2013,-0.5247487833596134,-0.1012766358355336,-0.4346650986390199,0,-0.09646744814590506,0.09159622121881789
NOR,2014,-0.5199616762596813,-0.08693110815156202,-0.42127981910920675,0,-0.0960879157818617,0.18719729709750216
NOR,2015,-0.5027223917629019,-0.0713865328561586,-0.4103256979977345,0,-0.09238416805548628,0.13804866250496323
NOR,2016,-0.5002148594724612,-0.06217562641016328,-0.40762193829221116,0,-0.08673324538043846,0.14223318732355242
NOR,2017,-0.49722291753500375,-0.0626703060493108,-0.4011518301903106,0,-0.09325196435329995,0.17849189115799388
NOR,2018,-0.49574119390883425,-0.032287915051002494,-0.38245917049780337,0,-0.08459379162089002,0.3451450361438808
NOR,2019,-0.46570779579378396,0.011337260063310314,-0.35810864327336767,0,-0.07183707504816454,0.30061752471699693
NOR,2020,-0.45097604358744525,0.04374856608947905,-0.34400569913036,0,-0.060197079350962995,0.2996816358269024
NOR,2021,-0.42852223171395415,0.10145036040109648,-0.3221252733652913,0,-0.03902055489008763,0.30141582159480595
NOR,2022,-0.4093738033142257,0.17538517772510465,-0.29221701785727977,0,-0.017091434988872375,0.38634480197378857
POL,2010,0.279798650965287,-0.2705312429591788,-0.24387757736079316,0,-0.2983356208162269,-1.2984033020244614
POL,2011,0.39907740287192883,-0.2535021369212081,-0.18325995235794837,0,-0.29537237052880677,-1.2674460942167831
POL,2012,0.5440013713853499,-0.23900140328002814,-0.12381618187746045,0,-0.2940459046260913,-1.2673880459509559
POL,2013,0.7013490226104996,-0.22301580136923455,-0.08557967888144796,0,-0.29067087434254885,-1.3171896571649648
POL,2014,0.8898128699852079,-0.22074933205082203,-0.020806275071965415,0,-0.2947992002283615,-1.3326286826176912
POL,2015,1.0019109612419517,-0.18820834400045694,0.09578918976004824,0,-0.2917782552053645,-1.2171341153772308
POL,2016,1.280617476387404,-0.18059114658640485,0.1824763990840504,0,-0.29461622125218023,-1.2615497641997861
POL,2017,1.61597142554872,-0.15639011019160365,0.2522678918943191,0,-0.2919304610475217,-1.3418934566849219
POL,2018,1.9835528635792217,-0.12028733009881917,0.3187826059668239,0,-0.28663863226141123,-1.4178079231782372
POL,2019,2.296481495552165,-0.09236514756587352,0.39854908057133825,0,-0.28452680652931556,-1.4469951932753768
POL,2020,2.540908904499889,-0.05717272613527567,0.42533632950569006,0,-0.27837242213205105,-1.496112368146082
POL,2021,3.141006973098522,0.011527479285348387,0.5591946880953972,0,-0.27203342167422884,-1.5418397099888461
POL,2022,3.9604001383702356,0.13415193142116769,0.7067498705431259,0,-0.2585035214242597,-1.6065693020509835
PRT,2010,-0.52566061328341,-0.33678892770933094,-0.46044539179826943,0,-0.328924091068727,-0.17577897790670502
PRT,2011,-0.5221272723286982,-0.33681939882447964,-0.443438409453033,0,-0.3298053548291999,-0.02579495890357679
PRT,2012,-0.5224407138650032,-0.33710577648839174,-0.4373466051782427,0,-0.3303662367511151,0.04147096612438075
PRT,2013,-0.5164853246752068,-0.33684338141268116,-0.42718803476201705,0,-0.33052740928925545,0.09278325280718021
PRT,2014,-0.5081363819354442,-0.3368072669658627,-0.41697939472161505,0,-0.33088643814847263,0.12056507106685288
PRT,2015,-0.49212236889876654,-0.33641339262053777,-0.4012853491881142,0,-0.33109116324011345,0.1325565750265574
PRT,2016,-0.47496856845734314,-0.33576558746512425,-0.3808903222736108,0,-0.3312142068405337,0.17624184478456933
PRT,2017,-0.44516312782324197,-0.33444204455251103,-0.3449069523655345,0,-0.3312638931403064,0.24627738225427515
PRT,2018,-0.41524370844866626,-0.33271616380388536,-0.29857586012767734,0,-0.3313000390458545,0.3824438090563296
PRT,2019,-0.372017271123684,-0.3301765758655255,-0.24058967203987894,0,-0.3311276763777608,0.4841247304814726
PRT,2020,-0.36557747228687054,-0.3279766906453149,-0.19795260540792203,0,-0.33086322028713716,0.7241004170947644
PRT,2021,-0.29012354609270247,-0.3240414442133562,-0.13165485970684815,0,-0.33031161961871985,0.6232834370756254
PRT,2022,-0.17355178927233175,-0.31804439367039966,-0.05855320840936463,0,-0.32920781428730994,0.3815646539662974
ROU,2010,-0.516228872509139,-0.3218423432269053,-0.4119390525545283,0,-0.31752467684735797,0.2480818126738307
ROU,2011,-0.5277977146673083,-0.32030040223349016,-0.38505166437182375,0,-0.31840283652881207,0.6565603395203522
ROU,2012,-0.5001008807319868,-0.31496152340366995,-0.3521837377458319,0,-0.31673540739263667,0.6824667639667742
ROU,2013,-0.48140836729415654,-0.31094815013735455,-0.3174409818590142,0,-0.3163908652517517,0.8125055469239004
ROU,2014,-0.4517738947707673,-0.30357647368539475,-0.2753157380519712,0,-0.31457050191502983,0.8807857692173001
ROU,2015,-0.419261459050395,-0.2954687117068379,-0.20199711838305678,0,-0.3145420252856185,1.1499539201190347
ROU,2016,-0.38133503315748046,-0.2898795338407273,-0.1486729686352349,0,-0.31466428145693937,1.186835119986799
ROU,2017,-0.3365983775212101,-0.2836155257518733,-0.08270902042867007,0,-0.3150436601854999,1.2415184605711627
ROU,2018,-0.2946826957116854,-0.2726040571679874,-0.028911990896960352,0,-0.3131418945123831,1.2380579041733861
ROU,2019,-0.2582094987598217,-0.25702272517723523,0.003037992619131567,0,-0.3090141807161333,1.1564527220891807
