Pais,Ano,ENTR,TUTT,EMPE,Flag_TUTT_Zero_Suspeito,Flag_TUTT_Ausente_Ou_Imputado,Flag_Outlier_Prod,PROD,TAMANHO_MEDIO
CRI,2021,-0.5256321185982913,4.02399506728071,-0.4864890109228832,0,0,1,5.218449871562774,-0.454836922502525
CRI,2022,-0.5521321757586298,4.998254864889539,-0.4500582700637006,0,0,1,5.334335072246717,0.19882042625852409
CYP,2010,-0.777781587213168,-0.3455207422219179,-0.6581759009622846,0,0,0,-0.3088112007072924,0.556126233579189
CYP,2011,-0.7764708316977105,-0.3452622768873526,-0.6573247173512865,0,0,0,-0.30633187848363697,0.44091874450984864
CYP,2012,-0.7751885708673715,-0.34516916167038864,-0.6559505843322242,0,0,0,-0.3081315478563587,0.45534908958764975
CYP,2013,-0.7740772781477444,-0.34504246850525583,-0.6555444640472382,0,0,0,-0.3070546041051487,0.32233310261250314
CYP,2014,-0.7722821129852698,-0.3449877281154153,-0.6536974512442881,0,0,0,-0.31004875059485876,0.33889453882459014
CYP,2015,-0.770031032860897,-0.3442983932693639,-0.6530465461299955,0,0,0,-0.3019987765992102,0.11393969866027684
CYP,2016,-0.7636767180794395,-0.34352525483353047,-0.6498865965153097,0,0,0,-0.2992566416665222,-0.16502737592606573
CYP,2017,-0.7571514351872701,-0.3426299377762789,-0.6465319316954936,0,0,0,-0.29640850536165403,-0.32794100684869604
CYP,2018,-0.7499707745373719,-0.3420376688384774,-0.6393330323972484,0,0,0,-0.30232461908994174,-0.1945181693486511
CYP,2019,-0.7416788211678467,-0.3400974860421837,-0.6325513799671393,0,0,0,-0.2973349572726864,-0.18071767810041844
CYP,2020,-0.7366352619018468,-0.33972051077054305,-0.630954715285071,0,0,0,-0.2968804670078894,-0.30952067676613954
CYP,2021,-0.7270610477019825,-0.33670843075108214,-0.6226598475465209,0,0,0,-0.2898574008417703,-0.25867359852650756
CYP,2022,-0.7061174541397796,-0.3313907341472532,-0.6042286625580459,0,0,0,-0.2853926660452573,-0.17844955569583915
CZE,2010,-0.09883872489124838,0.08562568257485273,-0.368957061844912,0,0,1,-0.005318759530776489,-1.1919552800438946
CZE,2011,-0.08761181895450283,0.11929548590378232,-0.3520335288733028,0,0,1,0.0015765932533873335,-1.1435635913550528
CZE,2012,-0.08459138233192662,0.11837688797563456,-0.33836452147315693,0,0,1,-0.013180641700942887,-1.0942674928969776
CZE,2013,-0.08430643548074018,0.1196580984706962,-0.326536963584386,0,0,1,-0.023590624269528657,-1.0474155330773784
CZE,2014,-0.056552612175181365,0.14115734173577388,-0.3121669814457711,0,0,1,-0.022286103327126213,-1.0442131539037598
CZE,2015,-0.013012733313894036,0.19394341363342937,-0.29384149899722384,0,0,1,-0.005000549696720379,-1.0549992448947472
CZE,2016,0.07153099743312134,0.23087734179452485,-0.2702141996775578,0,0,1,-0.0032508377557468188,-1.1120632490048927
CZE,2017,0.19972858578189864,0.3009769857688504,-0.2409012163680874,0,0,1,0.011881676461950054,-1.198590375267197
CZE,2018,0.2960406214829138,0.377127278144929,-0.22289840483089893,0,0,1,0.037503205372350974,-1.2606142511192784
CZE,2019,0.36713486085392943,0.4662747816451199,-0.19258402903790137,0,0,1,0.057143154900930054,-1.258180263386362
CZE,2020,0.4546705335384024,0.5208919155664193,-0.18200264846196426,0,0,1,0.07468620092213746,-1.316301333278959
CZE,2021,0.5375330778634179,0.6101865208286368,-0.16355477359876372,0,0,1,0.10078336328208395,-1.3463026263643783
CZE,2022,0.6422225509893141,0.7485544987550192,-0.12809435309875153,0,0,1,0.1316014280417169,-1.3552564871754023
DEU,2010,1.147376328772627,-0.10586418769800783,2.0357812848056622,0,0,0,-0.32045593262723027,1.522266129121794
DEU,2011,1.346269230900759,-0.06986189392609991,2.2996593307982223,0,0,0,-0.3194732139863375,1.503708991897921
DEU,2012,1.381346188281809,-0.048178453815817084,2.458007298901744,0,0,0,-0.3189571647509469,1.6463218167273928
DEU,2013,1.4824738257678751,-0.029281148743942696,2.756978588150356,0,0,0,-0.31961849607863757,1.836889530245306
DEU,2014,1.8480891305251903,-0.00518941603326378,3.005590962060702,0,0,0,-0.3195529696968676,1.512338400238636
DEU,2015,2.003841079383696,0.00988480010617386,3.1208957432472806,0,0,0,-0.31928462756916587,1.4093895743776896
DEU,2016,2.074479403792813,0.04814020547236571,3.3256916327117376,0,0,0,-0.3181735211791669,1.5168475192450286
DEU,2017,2.287306206943962,0.08267101042662049,3.6300704413713962,0,0,0,-0.31793310612974757,1.523655183189753
DEU,2018,2.252200754877793,0.12190806874906694,4.012352021957894,0,0,0,-0.3178819958344652,1.924359094758931
DEU,2019,2.180764579285354,0.14236546428058838,4.057292291301963,0,0,0,-0.3170918853703886,2.071734186926288
DEU,2020,2.0484922509646104,0.13954435868055323,4.063767962695439,0,0,0,-0.3172645611913028,2.2878020617961767
DEU,2021,2.2758513435262673,0.20717868690403732,4.460647620375133,0,0,0,-0.3160404988116262,2.304027796166448
DEU,2022,2.3068535609353513,0.26136833181819447,4.972114394628211,0,0,0,-0.3160850469513385,2.723412361300759
DNK,2010,-0.5169697343222237,-0.1457023505981467,-0.409385501721534,0,0,0,-0.16067323391600513,0.28187191721245236
DNK,2011,-0.4966245291475122,-0.13753806502865587,-0.3436440851779752,0,0,0,-0.19115657316434836,0.7280045022919241
DNK,2012,-0.48861752262917335,-0.13310305602294834,-0.3392212683757302,0,0,0,-0.1900274363152912,0.6856130701315021
DNK,2013,-0.4790148137441905,-0.13162974441540345,-0.33834783159843146,0,0,0,-0.1893869451446622,0.5973364581536271
DNK,2014,-0.4649954286658179,-0.12550562090999468,-0.33649525550390624,0,0,0,-0.1859375987435566,0.48286631201206975
DNK,2015,-0.46419757748249585,-0.11049321980554022,-0.32502931156752013,0,0,0,-0.18092219443100238,0.5753207438394398
DNK,2016,-0.4428265636435132,-0.09679602154097659,-0.3565564849239006,0,0,0,-0.15460341131434424,0.13337092582563978
DNK,2017,-0.424219534261039,-0.08121099436756912,-0.34320458514353824,0,0,0,-0.15107329449439746,0.10629155217611756
DNK,2018,-0.41615553837246283,-0.07307580179229896,-0.32471776723931167,0,0,0,-0.15573636719832634,0.19150949497117808
DNK,2019,-0.40829100527971723,-0.05019031234796716,-0.31118784212854456,0,0,0,-0.14781449228805038,0.2377966360268046
DNK,2020,-0.40598293578510714,-0.044646157048573436,-0.3050237150632773,0,0,0,-0.14752687472879245,0.26717980267176406
DNK,2021,-0.40005604128042926,-0.005956346269149691,-0.2869096376945858,0,0,0,-0.1330669497700926,0.35761691616950436
DNK,2022,-0.37056404218263317,0.03228423153482379,-0.25843114812138807,0,0,0,-0.12573457150973097,0.3537484751530352
ESP,2010,-0.03740418377545291,-0.2813169547933322,0.48584268867703184,0,0,0,-0.3279904012912214,1.9186394981383403
ESP,2011,-0.00862455180562293,-0.278083317258766,0.5119289628729147,0,0,0,-0.32764460420569586,1.8529163503623685
ESP,2012,0.06298259189752829,-0.2751191460743217,0.5402572435735833,0,0,0,-0.32739180639719684,1.587409860836692
ESP,2013,0.07797079626993479,-0.274891440281506,0.5088914056728823,0,0,0,-0.3269757382770769,1.4159047444265607
ESP,2014,0.13678382635481506,-0.2703756343571902,0.5374422180365569,0,0,0,-0.3264399557519112,1.2590756990951217
ESP,2015,0.20400278854969517,-0.2655748373688447,0.6541767651579493,0,0,0,-0.32690425406213797,1.3417612989261376
ESP,2016,0.37801983056925126,-0.25982342307435896,0.7359682778958188,0,0,0,-0.3267862084008159,0.9781621096870542
ESP,2017,0.46940228574474113,-0.2513736394214278,0.8360129502917584,0,0,0,-0.326439374570905,0.9556197498829493
ESP,2018,0.4262613324751148,-0.25026669549330627,0.9350729200788962,0,0,0,-0.3271971133982575,1.3058346240630376
ESP,2019,0.4554113953514871,-0.24138632216153869,1.0469340237804563,0,0,0,-0.3269075275280888,1.4723477672740422
ESP,2020,0.5221174532142316,-0.24211262746715415,1.1743445274345634,0,0,0,-0.32799624933621613,1.5485728412890722
ESP,2021,0.5326319920230111,-0.23448703004370758,1.252163849987775,0,0,0,-0.3276076648194854,1.683276034913372
ESP,2022,0.5946649215262981,-0.20903595280459178,1.5914300601152056,0,0,0,-0.3270326515092904,2.191686529771086
EST,2010,-0.7387153739155078,-0.3461827066793001,-0.6296529050564856,0,0,0,-0.33527588298116456,-0.15047229816626112
