Pais,Ano,ENTR,TUTT,EMPE,Flag_TUTT_Zero_Suspeito,Flag_TUTT_Ausente_Ou_Imputado,Flag_Outlier_Prod,PROD,TAMANHO_MEDIO
BIH,2011,-0.787783221689812,-0.3471630449306926,-0.6678894080524982,0,0,0,-0.33443283452564904,1.9242213369964762
BIH,2012,-0.7780095446941172,-0.34652287452033376,-0.6529408435900675,0,0,0,-0.33178512380325,1.9001343696667203
BIH,2013,-0.7778100818982867,-0.34640532587931644,-0.6524012043072779,0,0,0,-0.3305537736077643,1.956655812473372
BIH,2014,-0.7729374907429987,-0.3461718842948711,-0.6508379193746605,0,0,0,-0.3286378229508881,0.9353697704675767
BIH,2015,-0.7705439371930326,-0.34610897097257565,-0.6464762987797421,0,0,0,-0.33032580941245665,1.1608481022578399
BIH,2016,-0.7691761923073377,-0.34604992076705177,-0.6450632227196538,0,0,0,-0.33039385368780666,1.11597871250029
BIH,2017,-0.7649304842246598,-0.34577674445868406,-0.6370298296851358,0,0,0,-0.3311082487412432,1.42754559500553
BIH,2018,-0.7609127336229311,-0.3455002569273592,-0.6314999178594358,0,0,0,-0.33089922250206255,1.4325589903604672
BIH,2019,-0.75820573853666,-0.3450090915608334,-0.6261369047809903,0,0,0,-0.3295709322352409,1.5829349414467409
BIH,2020,-0.7539885251391006,-0.34471108087039276,-0.6189713852321959,0,0,0,-0.3298527880478971,1.6769635474629032
BIH,2021,-0.7419637680190331,-0.343981507149569,-0.6072829096328036,0,0,0,-0.32927485828707176,1.334049353383073
BIH,2022,-0.725579324075813,-0.3427444875768082,-0.5938197440209384,0,0,0,-0.32761721451203735,0.9655577947161386
BRA,2010,0.6401994283458905,-0.24288296492858977,0.6545773221513602,0,0,0,-0.32289940047729737,0.1930844620087908
BRA,2011,0.8746536975020895,-0.16339574910182697,1.3440249204766674,0,0,0,-0.31997179384671903,0.9947391590047445
BRA,2012,1.0065840896014093,-0.1348300137350127,1.5688820393611187,0,0,0,-0.319130623956771,1.097227708058726
BRA,2013,1.245939444598015,-0.10416138780753209,1.9741233242782645,0,0,0,-0.3198183550518418,1.2454933061175295
BRA,2014,1.3559574238410976,-0.08074024337811342,2.0545740837465223,0,0,0,-0.31844144031286226,1.1631849895611286
BRA,2015,1.2073006515771343,-0.0521851471522999,2.123659038526747,0,0,0,-0.3166149077101996,1.528135768289003
BRA,2016,1.150653217561271,-0.03561882248733327,2.1025296571243235,0,0,0,-0.31502787145029043,1.612808347126607
BRA,2017,1.186072111163745,0.0006288383683386824,1.9447102017204414,0,0,0,-0.31019520559897906,1.3146792503560958
BRA,2018,1.243859332584354,0.054616099871477426,2.1048996193353378,0,0,0,-0.30743847878947256,1.430977681104725
BRA,2019,1.3617988342904197,0.09068892169671726,2.217100083822982,0,0,0,-0.30583090761216536,1.366906865434945
BRA,2020,1.4550334439986212,0.13753456129252867,2.3473645560551417,0,0,0,-0.30372927722976156,1.3733496615750354
BRA,2021,1.5385513660813654,0.2633105798919241,2.901518466564353,0,0,0,-0.30131982355757553,1.9096407990114423
CRI,2010,-0.7155491949140506,0.4417982377350738,-0.6203040254814456,0,0,1,3.3341672019631208,-0.5059497030107345
CRI,2011,-0.7092518695028304,0.49005937632569596,-0.6144456475358105,0,0,1,3.1518203230024695,-0.45034587469093024
CRI,2012,-0.701444325780322,0.5982732620934789,-0.6108065594342149,0,0,1,3.3630679139079485,-0.5087170676828339
CRI,2013,-0.6714109276652717,0.7022556410159241,-0.6037112764415568,0,0,1,3.3340688442439728,-0.826465765971278
CRI,2014,-0.6812415940312038,0.8473173332890558,-0.5980246654628609,0,0,1,3.5141371177354364,-0.5328636301238556
CRI,2015,-0.6706700658521869,1.0963744988120183,-0.5915156156781598,0,0,1,3.9343228514847333,-0.5464913829196926
CRI,2016,-0.6569641223101195,1.3197022313728168,-0.5842017385181685,0,0,1,4.177659516339146,-0.5849062143815388
CRI,2017,-0.642289359474018,1.6020222895923382,-0.5725994959755294,0,0,1,4.317180516480001,-0.5457294315744501
CRI,2018,-0.6168151109779507,1.9192242141081968,-0.5574682692008976,0,0,1,4.350572121124281,-0.5754886558949935
CRI,2019,-0.5623902624013415,2.367432371063803,-0.542624480968616,0,0,1,4.626418225455759,-0.8342059322556242
CRI,2020,-0.5307041725494099,2.328904958050471,-0.5315308103381992,0,0,1,4.165159025260366,-0.9079510246173949
