Pais,Country_Name,Region,Income_Group,Ano,ENTR,TUTT,EMPE,PROD,TAMANHO_MEDIO,Flag_TUTT_Zero_Suspeito,Flag_TUTT_Ausente_Ou_Imputado,Flag_Outlier_Prod,Internet_Usage_Pct,GDP_Per_Capita_PPP,Broadband_Subscriptions,GDP_USD,Secure_Servers,ENTR_model,TUTT_model,EMPE_model,PROD_model,TAMANHO_MEDIO_model,GDP_Per_Capita_PPP_model,Broadband_Subscriptions_model,GDP_USD_model,Secure_Servers_model,Internet_Usage_Pct_model
BEL,Belgium,Europe & Central Asia,High income,2012,20946.0,13803.900390625,51280.0,0.2691868250901911,2.4482001336770742,0,0,0,80.7199905482042,42483.5250666788,33.2388297727719,498414364944.961,957.330070986299,0.2928606720576443,-0.08531962383656115,-0.006667280909954728,0.10385272751336888,-0.7511407798905484,0.21981155401921487,0.2859129564146272,0.3199132412487068,-0.36370832923511986,0.0034295550595463825
BEL,Belgium,Europe & Central Asia,High income,2013,23242.0,13818.20043945313,51869.0,0.2664057614269242,2.231692625419499,0,0,0,82.1702,43864.1204196838,34.3084525866565,524097026598.55,1260.55085185082,0.3441505712494108,-0.08503568753877791,-0.0010867156436179986,0.09970442737137561,-0.8707873877945526,0.2724511679661896,0.3568065779354476,0.3411194270836058,-0.2845864176109422,0.07821250839621763
BEL,Belgium,Europe & Central Asia,High income,2014,22907.0,14751.20043945313,52279.0,0.2821630184099376,2.282228139869909,0,0,0,85.0012379539925,45147.6429534057,35.7819662752911,537987419164.351,1610.03731179171,0.3369913790701784,-0.06711824347898722,0.0027606055534267083,0.1230889405463822,-0.8421582872845434,0.3199241238451835,0.4510301448044387,0.3521596938749985,-0.21420499323636397,0.22420064752026025
BEL,Belgium,Europe & Central Asia,High income,2015,23686.0,14959.59997558594,52399.0,0.2854939975111345,2.212235075572068,0,0,0,85.0529417508701,46071.914889496,36.5492377831789,461044767544.531,2038.46021481266,0.3534817836615346,-0.06327115840360001,0.003880944262718338,0.12799546175622825,-0.881929911913601,0.35328112355507246,0.4986091932494064,0.2870196702536359,-0.14633607235273507,0.2268668573042598
BEL,Belgium,Europe & Central Asia,High income,2016,25235.0,16135.80041503906,55680.0,0.2897952660746958,2.206459282742223,0,0,0,86.5164766644457,48414.5518065681,37.6812994536783,474271566739.729,3047.27862045911,0.3847192805637698,-0.042515525260440605,0.03355807809995396,0.13431244153043723,-0.8852504601894449,0.43491774568821523,0.5670626616797709,0.29895747656896676,-0.030665297686130463,0.30233696475183164
BEL,Belgium,Europe & Central Asia,High income,2017,27324.0,17831.19995117188,59361.0,0.3003857743496888,2.172485726833553,0,0,0,87.6796808175598,50256.0631772784,38.4911160919085,500908767351.53,8300.54404519041,0.4239382656496567,-0.01511733967853901,0.06483942994838077,0.1497766481505703,-0.9049040109110343,0.4963643705927103,0.6148124139744114,0.32202022318493306,0.25768699005093937,0.36231991534950986
BEL,Belgium,Europe & Central Asia,High income,2018,28818.0,19446.40002441406,66646.0,0.2917864541670026,2.3126518148379485,0,0,0,88.6473429951691,52466.7330784599,39.4006967604533,542638913427.921,13973.2427973124,0.45018906228853306,0.008661932746236728,0.12140395852434933,0.1372296336731887,-0.8251346393422143,0.5672218181587388,0.6672907594879853,0.3557931419641166,0.40757399143132766,0.4122193525543967
BEL,Belgium,Europe & Central Asia,High income,2019,32683.0,21784.10009765625,70731.0,0.30798518468078,2.1641526175687664,0,0,0,90.275428012141,56712.469571978,39.9517850127817,536726344405.489,19655.5307781892,0.5122500355190732,0.039792469430970215,0.15047304457757615,0.16079585428290205,-0.9097568196611715,0.6953055749428819,0.6985141034419382,0.35116920966693643,0.5057749112823687,0.4961748154715475
BEL,Belgium,Europe & Central Asia,High income,2020,32555.0,22200.09912109375,72826.0,0.3048375459464168,2.2370142835201965,0,0,0,91.52641629,56120.0958420466,41.0239697084264,529694473501.791,24215.3210215031,0.5103149985080607,0.04497999594914573,0.1647362144572321,0.1562395398701963,-0.86775157935975,0.678022243563214,0.7580755159742745,0.3456031494172806,0.5658182056086176,0.5606845301834502
BEL,Belgium,Europe & Central Asia,High income,2021,35913.0,25078.59985351563,79390.0,0.3158911683274421,2.210620109709576,0,0,0,92.78867618,60669.2137746531,43.0218054966431,598522422241.851,28369.365438783,0.5587234984265365,0.07841423154408803,0.2069062137043851,0.17219185322380914,-0.8828577666645877,0.8063162244341219,0.8651117251371769,0.3971629474348904,0.6113846921753011,0.625775488138338
BEL,Belgium,Europe & Central Asia,High income,2022,39759.0,29517.65014648438,83889.0,0.3518655621891354,2.109937372670339,0,0,0,94.00783071,69128.1388883843,43.5657139519422,591085783326.267,30850.8151822613,0.60889182770075,0.12310754402480868,0.23384151908948242,0.22319677985122646,-0.9416447447033681,1.021162804768242,0.8934113806868917,0.39188606115219876,0.6355181670351909,0.6886436319187297
BGR,Bulgaria,Europe & Central Asia,High income,2010,5211.0,942.6855621337892,28337.0,0.0332669499994279,5.4379197850700445,0,0,0,46.23,14954.2543206827,15.1221247609612,50689051382.4361,62.3343693999634,-0.39310085367995956,-0.821119820521216,-0.2964962164033069,-0.28504821222401716,0.40083946687637156,-1.4987791228151306,-1.449825128903168,-0.6447877359542737,-1.145635588242858,-1.7751158478508229
BGR,Bulgaria,Europe & Central Asia,High income,2011,5782.0,1093.583251953125,30294.0,0.0360990048178888,5.239363542026981,0,0,0,47.9799930506026,15747.3476582908,17.0296984088807,57681293006.9721,101.383607264129,-0.34183544018854223,-0.7804391640475419,-0.2638643676201595,-0.27987210616317143,0.3430381628365421,-1.4137238133480174,-1.192108701792638,-0.590248498492723,-1.007398166246839,-1.6848739531502628
BGR,Bulgaria,Europe & Central Asia,High income,2012,6312.0,1303.280090332034,33516.0,0.03888531120456,5.309885931558935,0,0,0,51.8999876658503,16327.3382758143,18.2006758494654,54297052002.2338,251.714781283261,-0.29859352189826405,-0.7323698674549698,-0.2144760448321322,-0.27479340273481967,0.36377576833248154,-1.35419206345015,-1.0470924024381323,-0.6157672164136342,-0.7473466746521847,-1.4827315839710633
BGR,Bulgaria,Europe & Central Asia,High income,2013,6942.0,1410.07841491699,37421.0,0.037681473368349,5.390521463555172,0,0,0,53.0615,16893.7689556096,19.5682074718498,55819262374.9039,327.23440835586,-0.25168539897600306,-0.7107858212196635,-0.16062342452120928,-0.2769860091193353,0.3872050735129877,-1.2980590390280309,-0.8885345805485423,-0.6040977765594738,-0.6720925193415818,-1.4228358754048802
BGR,Bulgaria,Europe & Central Asia,High income,2014,7606.0,1651.874618530278,40602.0,0.040684562793219,5.338154088877202,0,0,0,55.4903766299262,17990.7621498811,20.5011345688189,57080897012.1077,648.752850752067,-0.2066452778023544,-0.667410481458361,-0.12075745781436097,-0.2715210732487253,0.37202321967347757,-1.1945068744549123,-0.7863052263440968,-0.5946646326211192,-0.47555355228718843,-1.2975859899822064
BGR,Bulgaria,Europe & Central Asia,High income,2015,8438.0,2117.567565917971,46721.0,0.0453236781301335,5.536975586631903,0,0,0,56.6562516053086,18896.102861651,22.4944225140811,50765918159.1476,698.717466862823,-0.1554607268988574,-0.5993357928370152,-0.0521635107178217,-0.2631098646042667,0.4290122180998192,-1.113695254483003,-0.581986972926557,-0.6441482002988358,-0.4542308517394902,-1.2374653130879485
BGR,Bulgaria,Europe & Central Asia,High income,2016,9408.0,2425.262908935542,53143.0,0.0456365449623758,5.648703231292517,0,0,0,59.825547661014,20745.8472094399,23.8176881048635,53929397039.2106,4180.50752965671,-0.10180661425667697,-0.5621446428926333,0.010770293475947164,-0.262543948181994,0.46028116933707924,-0.9599788972063872,-0.4557106081792482,-0.6186347467976407,0.060311733067967596,-1.07403421784138
BGR,Bulgaria,Europe & Central Asia,High income,2017,10271.0,2861.856384277344,59080.0,0.0484403585693524,5.75211761269594,0,0,0,63.4101013837926,22317.2548948063,25.3925159519229,59167647387.606,33602.2746046575,-0.05853182938926718,-0.5167656654925549,0.06252081113634389,-0.2574799293553407,0.4887587393968753,-0.839800588514404,-0.313923755408934,-0.5795105739326846,0.6601056640239701,-0.8891895297507051
BGR,Bulgaria,Europe & Central Asia,High income,2018,10941.0,3371.048187255859,64566.0,0.0522108878861298,5.901288730463395,0,0,0,64.78201069118,23997.6876896184,27.103417988838,66097226262.2191,40013.7211699711,-0.02737240672294055,-0.4718713418859286,0.10591040058463554,-0.25069121755598883,0.5290773706262705,-0.7203077802357217,-0.16917120813851128,-0.5327671549543952,0.7103651556887538,-0.8184442800976615
BGR,Bulgaria,Europe & Central Asia,High income,2019,11716.0,4109.437194824219,72128.0,0.0569742290764227,6.156367360874018,0,0,0,67.9469809417603,26765.7192049867,28.8836779290396,68507731353.9114,42421.4331982313,0.006373655306275902,-0.41756799643070275,0.16003018975646308,-0.24214967575824173,0.5960432540642508,-0.540626038608452,-0.027620845231493035,-0.5176492098645319,0.7271821935108497,-0.6552362536515437
BGR,Bulgaria,Europe & Central Asia,High income,2020,12060.0,4656.528869628906,76882.0,0.0605672181996944,6.374958540630183,0,0,0,70.16248359,27351.8607448601,30.5042854761098,70486877546.4901,50889.4016757914,0.02064306880850086,-0.38329932049536636,0.19122030391233413,-0.2357322191708256,0.6515575610367854,-0.5049698513127914,0.09408683258203501,-0.5056290953005736,0.7795637878705893,-0.5409894247156158
BGR,Bulgaria,Europe & Central Asia,High income,2021,12402.0,5754.920104980469,85507.0,0.0673034968479828,6.894613771972263,0,0,0,75.27144583,30959.1118459807,32.7688420838347,84374613233.36,55100.7245553879,0.03443165168255319,-0.32522924489214583,0.24317653506810014,-0.22375889346436864,0.7771897564835107,-0.3010610740202489,0.25405940120105364,-0.42972667073235593,0.8024470556960762,-0.2775355599517186
BGR,Bulgaria,Europe & Central Asia,High income,2022,13355.0,7104.0499267578125,96348.0,0.0737332370859572,7.214376637963309,0,0,0,79.12686326,36320.1422295192,34.9667968772891,90506153293.6733,57819.5501165721,0.07093686320696248,-0.2674792171105231,0.3015057570321031,-0.21240070280335807,0.8504488474248025,-0.038188253719978235,0.3993810333948336,-0.40011895454706575,0.8163091894269475,-0.07872324259711098
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2011,61.0,27.96847534179684,481.0,0.058146518382114,7.885245901639344,0,0,0,43.88769913,9761.47624447272,11.4984026395866,18644233537.1093,17.638579100208,-2.578454594667539,-1.7764816878438707,-2.287280615800737,-0.24005344918501395,0.9952990530667146,-2.2008416545946208,-2.0365529091991728,-1.0669160463191176,-1.4976901397145546,-1.8959012809099907
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2012,404.0,254.8446426391599,3168.0,0.0804433846714519,7.841584158415841,0,0,0,45.0644989,10121.1905288877,12.7897151940553,17226735995.6905,33.2414833003779,-1.6529688129080031,-1.1790729008640501,-1.3670337384287978,-0.20061947080227888,0.9862100627978535,-2.1412813946559908,-1.8099612204361437,-1.1002897760940638,-1.322639419360251,-1.8352172451125832
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2013,411.0,296.5038394927984,3265.0,0.0908128145460332,7.944038929440389,0,0,0,48.52130127,10808.2715682853,14.2931086481084,18179109209.3892,40.7105345293184,-1.6445183731032849,-1.1377009294830087,-1.3523008568139776,-0.1825566468483357,1.0074675867342613,-2.033179254484988,-1.5714846060231935,-1.0775787730137585,-1.2658488269560497,-1.6569603112540352
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2014,582.0,379.2354545593264,3546.0,0.106947392712726,6.092783505154639,0,0,0,49.91770172,11167.8379494776,15.2154563374569,18558734107.1478,60.3114483191199,-1.4733209648584413,-1.0704107707392718,-1.3119692063267074,-0.15478998624488052,0.5795765936921459,-1.979315411605133,-1.4365222787254923,-1.0688559748634432,-1.1549785329769835,-1.5849521268070617
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2015,666.0,401.53191375732473,4330.0,0.0927325435929156,6.501501501501502,0,0,0,52.59999847,11845.4522958172,18.0468836372803,16404348361.0926,80.1468563248233,-1.4069440608036823,-1.0547831742189204,-1.2143867799649735,-0.17923145758129821,0.6829477288276916,-1.8823623548548427,-1.0656258143841293,-1.1209350962085816,-1.0743055389411111,-1.4466341256093975
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2016,714.0,422.4592857360845,4584.0,0.0921595300471388,6.420168067226891,0,0,0,60.2565354318987,12899.3962262974,19.0747891666088,17116926553.8513,183.702691877894,-1.3726751247195088,-1.0408835284267979,-1.186537574795262,-0.18022337027774513,0.6628336214895467,-1.7420712199202755,-0.9444940124572943,-1.1029887201949773,-0.837580926486599,-1.0518094707065195
